country,article_title,revision_id,article_quality,population,region
Afghanistan,Hasan Ali Sultani,1060706902,Stub,41.1,SOUTH ASIA
Afghanistan,Faramarz Tamanna,1106885861,C,41.1,SOUTH ASIA
Afghanistan,Mohammad Hashem Taufiqui,1021308429,Start,41.1,SOUTH ASIA
Afghanistan,Nur ul-Haq Ulumi,1107429109,GA,41.1,SOUTH ASIA
Afghanistan,Pacha Gul Wafadar,1020846299,Stub,41.1,SOUTH ASIA
Afghanistan,Wahidullah Waissi,1111508295,C,41.1,SOUTH ASIA
Afghanistan,Gul Ahmmad Yama,1060707715,Start,41.1,SOUTH ASIA
Afghanistan,Al-Haj Suliman Yari,1092426408,Stub,41.1,SOUTH ASIA
Afghanistan,Abdul Salam Zaeef,1106388504,GA,41.1,SOUTH ASIA
Afghanistan,Abdul Zahir (Konar Education Minister),1097261199,Stub,41.1,SOUTH ASIA
Afghanistan,Mohammed Zaman,1108389318,Start,41.1,SOUTH ASIA
Afghanistan,Ziauddin (Afghan militia leader),1095799892,Start,41.1,SOUTH ASIA
Afghanistan,Qari Ziauddin,1033608758,Start,41.1,SOUTH ASIA
Afghanistan,Abdul Ghafor Zori,994023417,Stub,41.1,SOUTH ASIA
Albania,Ali Pasha of Gusinje,1114426634,GA,2.8,SOUTHERN EUROPE
Albania,Ylli Asllani,949182924,Start,2.8,SOUTHERN EUROPE
Albania,Azis Tahir Ajdonati,994501003,Stub,2.8,SOUTHERN EUROPE
Albania,Bislim Bajgora,1091800566,Start,2.8,SOUTHERN EUROPE
Albania,Kastriot Berissa,1094050369,Start,2.8,SOUTHERN EUROPE
Albania,Bardhok Biba,1110580984,C,2.8,SOUTHERN EUROPE
Albania,Dervish Biçaku,1106794267,Stub,2.8,SOUTHERN EUROPE
Albania,Kostandin Boshnjaku,1107876476,C,2.8,SOUTHERN EUROPE
Albania,Spartak Braho,1098235893,Start,2.8,SOUTHERN EUROPE
Albania,Safet Butka,1067080697,C,2.8,SOUTHERN EUROPE
Albania,Uran Butka,1087272778,Start,2.8,SOUTHERN EUROPE
Albania,Refo Çapari,1061419179,Start,2.8,SOUTHERN EUROPE
Albania,Neritan Ceka,1095178618,Start,2.8,SOUTHERN EUROPE
Albania,Hysni Curri,1114418989,Start,2.8,SOUTHERN EUROPE
Albania,Ibrahim Dalliu,1087026828,Start,2.8,SOUTHERN EUROPE
Albania,Niazi Demi,1104589367,Stub,2.8,SOUTHERN EUROPE
Albania,Abdurrahman Dibra,1101365003,Start,2.8,SOUTHERN EUROPE
Albania,Fuad Dibra,1079550815,Start,2.8,SOUTHERN EUROPE
Albania,Isuf Dibra,1108975040,Start,2.8,SOUTHERN EUROPE
Albania,Bujar Dida,1112281152,C,2.8,SOUTHERN EUROPE
Albania,Ahmed Dino,1114424802,Stub,2.8,SOUTHERN EUROPE
Albania,Rasih Dino,1067061654,Stub,2.8,SOUTHERN EUROPE
Albania,Ferhat Bey Draga,1101927317,C,2.8,SOUTHERN EUROPE
Albania,Nexhip Draga,1092914547,GA,2.8,SOUTHERN EUROPE
Albania,Aqif Pasha Elbasani,1114425909,B,2.8,SOUTHERN EUROPE
Albania,Abas Ermenji,1073827690,Start,2.8,SOUTHERN EUROPE
Albania,Bajram Fevziu,1089008480,Start,2.8,SOUTHERN EUROPE
Albania,Qamil Musa Haxhi Feza,1015553118,Stub,2.8,SOUTHERN EUROPE
Albania,Themistokli Gërmenji,1099714241,C,2.8,SOUTHERN EUROPE
Albania,Sabri Godo,1105835401,C,2.8,SOUTHERN EUROPE
Albania,Mihal Grameno,1095879069,C,2.8,SOUTHERN EUROPE
Albania,Aćif Hadžiahmetović,1104696112,GA,2.8,SOUTHERN EUROPE
Albania,Albulena Haxhiu,1095286065,Stub,2.8,SOUTHERN EUROPE
Albania,High Council of Regency,1107096289,C,2.8,SOUTHERN EUROPE
Albania,Spiridon Kacarosi,993288548,Stub,2.8,SOUTHERN EUROPE
Albania,Kurt Agë Kadiu,998414015,Stub,2.8,SOUTHERN EUROPE
Albania,Mehmed Kalakula,979382854,Stub,2.8,SOUTHERN EUROPE
Albania,Alfred Karamuço,1098236555,Stub,2.8,SOUTHERN EUROPE
Albania,Ibrahim Karbunara,1053849574,Start,2.8,SOUTHERN EUROPE
Albania,Ali Këlcyra,1069956844,C,2.8,SOUTHERN EUROPE
Albania,Belind Këlliçi,1114971095,C,2.8,SOUTHERN EUROPE
Albania,Bajram Kelmendi,1098232331,Start,2.8,SOUTHERN EUROPE
Albania,Kristo Kirka,1071577370,C,2.8,SOUTHERN EUROPE
Albania,Elez Koçi,919356105,Start,2.8,SOUTHERN EUROPE
Albania,Ali Riza Kolonja,1095185542,Start,2.8,SOUTHERN EUROPE
Albania,Glauk Konjufca,1110511667,Start,2.8,SOUTHERN EUROPE
Albania,Xhelal Koprëncka,1106794268,Stub,2.8,SOUTHERN EUROPE
Albania,Kryeziu family,1113466121,Start,2.8,SOUTHERN EUROPE
Albania,Artur Kuko,1112281132,Stub,2.8,SOUTHERN EUROPE
Albania,Xhavid Leskoviku,1080104315,Start,2.8,SOUTHERN EUROPE
Albania,Sabit Lulo,1071576324,Stub,2.8,SOUTHERN EUROPE
Albania,Gjon Markagjoni,1114419158,C,2.8,SOUTHERN EUROPE
Albania,Tefik Mborja,1112281218,Start,2.8,SOUTHERN EUROPE
Albania,Fatmir Mediu,1108640753,Stub,2.8,SOUTHERN EUROPE
Albania,Hysni Milloshi,1111101481,Start,2.8,SOUTHERN EUROPE
Albania,Musa Qazimi,1085455681,GA,2.8,SOUTHERN EUROPE
Albania,Mustafa Ndroqi,1091483288,Stub,2.8,SOUTHERN EUROPE
Albania,Behxhet Nepravishta,1114419169,Stub,2.8,SOUTHERN EUROPE
Albania,Adrian Neritani,1112281129,Start,2.8,SOUTHERN EUROPE
Albania,Sali Nivica,1074384873,Start,2.8,SOUTHERN EUROPE
Albania,Thoma Orologa,1114419178,Start,2.8,SOUTHERN EUROPE
Albania,Bedri Pejani,1080373501,C,2.8,SOUTHERN EUROPE
Albania,Pertef Pogoni,1071576384,Stub,2.8,SOUTHERN EUROPE
Albania,Kadri Prishtina,1115424613,Start,2.8,SOUTHERN EUROPE
Albania,Ymer Prizreni,1114419180,Start,2.8,SOUTHERN EUROPE
Albania,Avni Rustemi,1113688253,C,2.8,SOUTHERN EUROPE
Albania,Chatin Sarachi,1089622596,C,2.8,SOUTHERN EUROPE
Albania,Nebi Sefa,978173646,Stub,2.8,SOUTHERN EUROPE
Albania,Eduard Shalsi,1090651886,Start,2.8,SOUTHERN EUROPE
Albania,Ylli Vesel Shehu,1002857261,Stub,2.8,SOUTHERN EUROPE
Albania,Athanas Shundi,1090001664,B,2.8,SOUTHERN EUROPE
Albania,Xhelal Sveçla,1110419834,Start,2.8,SOUTHERN EUROPE
Albania,Mehmet Tahsini,1089358942,Stub,2.8,SOUTHERN EUROPE
Albania,Ibrahim Temo,1114899959,GA,2.8,SOUTHERN EUROPE
Albania,Pavli Terka,1107079359,Start,2.8,SOUTHERN EUROPE
Albania,Afrim Tole,1091240960,Stub,2.8,SOUTHERN EUROPE
Albania,Sejfi Vllamasi,1073823015,Start,2.8,SOUTHERN EUROPE
Albania,Syrja Vlora,1109383587,Start,2.8,SOUTHERN EUROPE
Albania,Visarion Xhuvani,1115321286,C,2.8,SOUTHERN EUROPE
Albania,Visar Ymeri,1036757024,Stub,2.8,SOUTHERN EUROPE
Albania,Abdyl Ypi,1075914314,Stub,2.8,SOUTHERN EUROPE
Albania,Xhezair Zaganjori,1106753028,Start,2.8,SOUTHERN EUROPE
Albania,Menduh Zavalani,1071577719,GA,2.8,SOUTHERN EUROPE
Kosovo,Visar Ymeri,1036757024,Stub,1.8,SOUTHERN EUROPE
Kosovo,Ali Aliu,1088823081,Start,1.8,SOUTHERN EUROPE
Kosovo,Sejdo Bajramović,1106919692,Start,1.8,SOUTHERN EUROPE
Kosovo,Hamza Balje,988565530,Stub,1.8,SOUTHERN EUROPE
Kosovo,Bekim Çollaku,989081930,Start,1.8,SOUTHERN EUROPE
Kosovo,Veli Deva,1097087563,Stub,1.8,SOUTHERN EUROPE
Kosovo,Bajram Gecaj,1085013172,Start,1.8,SOUTHERN EUROPE
Kosovo,Getoar Mjeku,1110432610,GA,1.8,SOUTHERN EUROPE
Kosovo,Mulla Idriz Gjilani,1109348179,Start,1.8,SOUTHERN EUROPE
Kosovo,Bajram Hasani,1068907924,Stub,1.8,SOUTHERN EUROPE
Kosovo,Adem Hodža,1089913595,Start,1.8,SOUTHERN EUROPE
Kosovo,Adrijana Hodžić,1059619919,Start,1.8,SOUTHERN EUROPE
Kosovo,Oliver Ivanović,1110781072,C,1.8,SOUTHERN EUROPE
Kosovo,Ragip Jashari,933663830,Stub,1.8,SOUTHERN EUROPE
Kosovo,Elbert Krasniqi,1100006829,Start,1.8,SOUTHERN EUROPE
Kosovo,Rrahman Morina,1047859449,Start,1.8,SOUTHERN EUROPE
Kosovo,Hasan Prishtina,1114419215,C,1.8,SOUTHERN EUROPE
Kosovo,Gazmend Pula,1113326325,Stub,1.8,SOUTHERN EUROPE
Kosovo,Goran Rakić,1105188963,C,1.8,SOUTHERN EUROPE
Kosovo,Nenad Rašić,1041150203,Stub,1.8,SOUTHERN EUROPE
Kosovo,Selim Selimi,1102497560,Stub,1.8,SOUTHERN EUROPE
Kosovo,Igor Simić,1110535502,Start,1.8,SOUTHERN EUROPE
Kosovo,Rexhai Surroi,1034004343,Start,1.8,SOUTHERN EUROPE
Kosovo,Rada Trajković,1109175174,Start,1.8,SOUTHERN EUROPE
Algeria,Said Abadou,1112193748,Stub,44.9,NORTHERN AFRICA
Algeria,Tahar Allan,1059626268,Stub,44.9,NORTHERN AFRICA
Algeria,Mohamed Seghir Babes,1079379844,Stub,44.9,NORTHERN AFRICA
Algeria,Djelloul Baghli,1053461392,Stub,44.9,NORTHERN AFRICA
Algeria,Noureddine Bahbouh,1099284595,Stub,44.9,NORTHERN AFRICA
Algeria,Lamine Bechichi,1111537825,Stub,44.9,NORTHERN AFRICA
Algeria,Bakhti Belaïb,1107713309,Stub,44.9,NORTHERN AFRICA
Algeria,Mohamed Belouizdad,1102331624,Start,44.9,NORTHERN AFRICA
Algeria,Mourad Benachenou,1091746754,Stub,44.9,NORTHERN AFRICA
Algeria,Benaouda Hadj Hacène Bachterzi,1064464792,Stub,44.9,NORTHERN AFRICA
Algeria,Souad Bendjaballah,1064463751,Stub,44.9,NORTHERN AFRICA
Algeria,Mohammed Saleh Bendjelloul,1064459314,Stub,44.9,NORTHERN AFRICA
Algeria,Mohamed Bensalam,1053464158,Stub,44.9,NORTHERN AFRICA
Algeria,Said Boualam,1104123484,Start,44.9,NORTHERN AFRICA
Algeria,Abdeslam Bouchouareb,1053459025,Stub,44.9,NORTHERN AFRICA
Algeria,Brahim Chibout,1053460621,Stub,44.9,NORTHERN AFRICA
Algeria,Bouras Djamel,1072064909,Stub,44.9,NORTHERN AFRICA
Algeria,Ahmed Djebbar,1112131049,Stub,44.9,NORTHERN AFRICA
Algeria,Fatiha Serour,1019766063,Start,44.9,NORTHERN AFRICA
Algeria,Mohamed Hassaïne,1098798192,C,44.9,NORTHERN AFRICA
Algeria,Ibrahim Boughali,1110540602,Stub,44.9,NORTHERN AFRICA
Algeria,Abdenour Keramane,1028900906,Stub,44.9,NORTHERN AFRICA
Algeria,Abelkader Khamri,1088927932,Stub,44.9,NORTHERN AFRICA
Algeria,Mahmoud Khedri,1102198843,Stub,44.9,NORTHERN AFRICA
Algeria,Mohamed Laïchoubi,1053469601,Stub,44.9,NORTHERN AFRICA
Algeria,Sassi Lamouri,1053478920,Stub,44.9,NORTHERN AFRICA
Algeria,Mohamed Maghlaoui,1053469610,Stub,44.9,NORTHERN AFRICA
Algeria,Amar Makhloufi,1053459748,Stub,44.9,NORTHERN AFRICA
Algeria,Hacen Mefti,1053461924,Stub,44.9,NORTHERN AFRICA
Algeria,Mokhtar Meherzi,1028900891,Stub,44.9,NORTHERN AFRICA
Algeria,Mohamed Elias Mesli,1009461580,Stub,44.9,NORTHERN AFRICA
Algeria,Azzedine Mihoubi,1031600815,Start,44.9,NORTHERN AFRICA
Algeria,Cherif Rahmani,1053461144,Stub,44.9,NORTHERN AFRICA
Algeria,Naima Salhi,1113203380,Stub,44.9,NORTHERN AFRICA
Andorra,Guillem d'Areny-Plandolit,1100710928,FA,0.1,SOUTHERN EUROPE
Andorra,Guillem Areny,1101200095,Stub,0.1,SOUTHERN EUROPE
Andorra,Joan Armengol,1105550472,Stub,0.1,SOUTHERN EUROPE
Andorra,Francesc Badia Batalla,1102180575,Stub,0.1,SOUTHERN EUROPE
Andorra,Josep Maria Beal,1104772844,Stub,0.1,SOUTHERN EUROPE
Andorra,Climent Palmitjavila,1102731108,Stub,0.1,SOUTHERN EUROPE
Andorra,Antoni Puigdellívol,1100253414,Start,0.1,SOUTHERN EUROPE
Andorra,Òscar Ribas Reig,1105529195,C,0.1,SOUTHERN EUROPE
Andorra,Boris Skossyreff,1114575861,GA,0.1,SOUTHERN EUROPE
Andorra,Enric Tarrado Vives,986671433,Stub,0.1,SOUTHERN EUROPE
Angola,Alexandre Sebastião André,979043156,Stub,35.6,MIDDLE AFRICA
Angola,Isaac Maria dos Anjos,1087791055,Stub,35.6,MIDDLE AFRICA
Angola,Paulino Baptista,1098277989,Start,35.6,MIDDLE AFRICA
Angola,João Baptista Borges,1108136082,Start,35.6,MIDDLE AFRICA
Angola,Branca Manuel Espirito Santo,1082903108,Stub,35.6,MIDDLE AFRICA
Angola,André Luís Brandão,1092527809,Stub,35.6,MIDDLE AFRICA
Angola,André Gaspar Mendes de Carvalho,871672690,Stub,35.6,MIDDLE AFRICA
Angola,Carolina Cerqueira,1081277226,C,35.6,MIDDLE AFRICA
Angola,Arlete Chimbinda,1101656146,Start,35.6,MIDDLE AFRICA
Angola,Kafundanga Chingunji,1111470901,Stub,35.6,MIDDLE AFRICA
Angola,Jeremias Chitunda,1076646666,Start,35.6,MIDDLE AFRICA
Angola,Abel Chivukuvuku,987997249,Start,35.6,MIDDLE AFRICA
Angola,Adalberto Costa Júnior,1107102259,Stub,35.6,MIDDLE AFRICA
Angola,Adjany Costa,1081302172,Start,35.6,MIDDLE AFRICA
Angola,Álvaro Arnaldo Craveiro,1112653739,Stub,35.6,MIDDLE AFRICA
Angola,Raul Danda,1099408586,Stub,35.6,MIDDLE AFRICA
Angola,Carlos António Fernandes,1003396569,Stub,35.6,MIDDLE AFRICA
Angola,Fiel Domingos Constantino,1082902869,Stub,35.6,MIDDLE AFRICA
Angola,Abraão Gourgel,1080440646,Stub,35.6,MIDDLE AFRICA
Angola,Maria Monteiro Jardin,1095470855,Stub,35.6,MIDDLE AFRICA
Angola,José da Rocha,1094974511,Stub,35.6,MIDDLE AFRICA
Angola,Mateus de Brito Júnior,1054271575,Stub,35.6,MIDDLE AFRICA
Angola,Kambamba Kulaxingo,1093124425,Stub,35.6,MIDDLE AFRICA
Angola,Abel Xavier Nzuzi Lubota,1080325199,Stub,35.6,MIDDLE AFRICA
Angola,David Mendes,1024544204,Stub,35.6,MIDDLE AFRICA
Angola,Fernando Faustino Muteka,1079490106,Stub,35.6,MIDDLE AFRICA
Angola,José Ndele,1101583647,Stub,35.6,MIDDLE AFRICA
Angola,Daniel Ntongi-Nzinga,848334573,Stub,35.6,MIDDLE AFRICA
Angola,Pedro Tonho Pedale,1113903559,Stub,35.6,MIDDLE AFRICA
Angola,Elias Salupeto Pena,994023688,Stub,35.6,MIDDLE AFRICA
Angola,Pinda Simão,1115384278,Stub,35.6,MIDDLE AFRICA
Angola,Johnny Eduardo Pinnock,992923654,Stub,35.6,MIDDLE AFRICA
Angola,Santana André Pitra,886771177,Stub,35.6,MIDDLE AFRICA
Angola,José Aníbal Lopes Rocha,985054758,Stub,35.6,MIDDLE AFRICA
Angola,Luís Gomes Sambo,1114131425,Start,35.6,MIDDLE AFRICA
Angola,José Filomeno dos Santos,1111269228,Start,35.6,MIDDLE AFRICA
Angola,Jonas Savimbi,1110987217,C,35.6,MIDDLE AFRICA
Angola,Manuel Bernardo de Sousa,886461023,Stub,35.6,MIDDLE AFRICA
Angola,Augusto da Silva Tomás,1112407992,Stub,35.6,MIDDLE AFRICA
Angola,Luzia Inglês Van-Dúnem,1067323463,Start,35.6,MIDDLE AFRICA
Angola,Manuel Vicente,1106406859,C,35.6,MIDDLE AFRICA
Angola,Mfulupinga Nlando Victor,994085067,Start,35.6,MIDDLE AFRICA
Antigua and Barbuda,Randolph Beazer,1094157275,Stub,0.1,CARIBBEAN
Antigua and Barbuda,Studiation Brown,825090349,Stub,0.1,CARIBBEAN
Antigua and Barbuda,Colin O'Neil Browne,1108425154,Stub,0.1,CARIBBEAN
Antigua and Barbuda,James Carlisle,1112658085,C,0.1,CARIBBEAN
Antigua and Barbuda,Gail Christian,1082380535,Start,0.1,CARIBBEAN
Antigua and Barbuda,Osbert Richard Frederick,1082381271,Start,0.1,CARIBBEAN
Antigua and Barbuda,William Haynes-Smith,1037116181,C,0.1,CARIBBEAN
Antigua and Barbuda,Tim Hector,1075044001,C,0.1,CARIBBEAN
Antigua and Barbuda,Cheryl Mary Clare Hurst,1082380270,Stub,0.1,CARIBBEAN
Antigua and Barbuda,Wilfred Jacobs,1110866224,Stub,0.1,CARIBBEAN
Antigua and Barbuda,Harold Lovell,1106157497,Start,0.1,CARIBBEAN
Antigua and Barbuda,John Lyons (Antiguan politician),1102523754,C,0.1,CARIBBEAN
Antigua and Barbuda,Edmond Mansoor,1106044619,Stub,0.1,CARIBBEAN
Antigua and Barbuda,Joanne Massiah,1095742971,Stub,0.1,CARIBBEAN
Antigua and Barbuda,Melford Walter Nicholas,1113392435,Start,0.1,CARIBBEAN
Antigua and Barbuda,Bernard Percival,1073473676,Stub,0.1,CARIBBEAN
Antigua and Barbuda,Alincia Williams-Grant,1080767913,Start,0.1,CARIBBEAN
Argentina,Joaquín Samuel de Anchorena,1096421201,Start,46.2,SOUTH AMERICA
Argentina,Juan Agustín Augier,989941326,Stub,46.2,SOUTH AMERICA
Argentina,Uladislao Augier,1083670137,Stub,46.2,SOUTH AMERICA
Argentina,Joaquín Belgrano,1033486500,Start,46.2,SOUTH AMERICA
Argentina,Antonio Bermejo,1111012579,Start,46.2,SOUTH AMERICA
Argentina,Antonio Beruti,1072761348,Start,46.2,SOUTH AMERICA
Argentina,Héctor Bidonde,1091652004,Start,46.2,SOUTH AMERICA
Argentina,Silvano Bores,1035890502,Stub,46.2,SOUTH AMERICA
Argentina,Pedro Braillard Poccard,1100848745,Stub,46.2,SOUTH AMERICA
Argentina,Exequiel Bustillo,1096179751,Stub,46.2,SOUTH AMERICA
Argentina,Mario Cafiero,1102185475,Stub,46.2,SOUTH AMERICA
Argentina,Alberto Manuel Campos,1073206939,Start,46.2,SOUTH AMERICA
Argentina,Alejo Castex,1096414709,C,46.2,SOUTH AMERICA
Argentina,Dámaso Centeno,1096183091,Stub,46.2,SOUTH AMERICA
Argentina,Carlos Corach,1068148753,Stub,46.2,SOUTH AMERICA
Argentina,Jorge Coscia,1099409991,Stub,46.2,SOUTH AMERICA
